id,name,semantic_name,description,alt_text,category_slug,category,source_slide,slide_order,primary_use_group,use_groups,tags,png_512
business-finance-analytics-008,Document Transfer,document-transfer,"Two documents with arrows, representing file transfer, workflow, or process exchange.",Two documents with arrows.,business-finance-analytics,"Business, Finance & Analytics",2,8,analytics-reporting,analytics-reporting;business-finance;digital-it-security;documents-files-records;logistics-transport,analytics-reporting;arrows;business-finance;business-finance-analytics;digital-it-security;document-transfer;documents;documents-files-records;exchange;file;logistics-transport;or;process;representing;transfer;two;with;workflow,png/512/business-finance-analytics/business-finance-analytics-008.png
business-finance-analytics-009,Analytics Report,analytics-report,"Report with chart and magnifier, representing business analysis or report review.",Report with chart and magnifier.,business-finance-analytics,"Business, Finance & Analytics",2,9,analytics-reporting,analytics-reporting;business-finance;design-creative-assets;digital-it-security;documents-files-records;logistics-transport,analysis;analytics-report;analytics-reporting;and;business;business-finance;business-finance-analytics;chart;design-creative-assets;digital-it-security;documents-files-records;logistics-transport;magnifier;or;report;representing;review;with,png/512/business-finance-analytics/business-finance-analytics-009.png
business-finance-analytics-010,Calculator Discount,calculator-discount,"Calculator with percent symbol, representing pricing, discount, budgeting, or cost calculation.",Calculator with percent symbol.,business-finance-analytics,"Business, Finance & Analytics",2,10,analytics-reporting,analytics-reporting;business-finance;digital-it-security;logistics-transport,analytics-reporting;budgeting;business-finance;business-finance-analytics;calculation;calculator;calculator-discount;cost;digital-it-security;discount;logistics-transport;or;percent;pricing;representing;symbol;with,png/512/business-finance-analytics/business-finance-analytics-010.png
business-finance-analytics-011,Pie Chart Growth,pie-chart-growth,"Pie chart with bar chart, representing business analytics, dashboards, or performance reports.",Pie chart with bar chart.,business-finance-analytics,"Business, Finance & Analytics",2,11,analytics-reporting,analytics-reporting;business-finance;design-creative-assets;digital-it-security;documents-files-records;innovation-growth;logistics-transport,analytics;analytics-reporting;bar;business;business-finance;business-finance-analytics;chart;dashboards;design-creative-assets;digital-it-security;documents-files-records;innovation-growth;logistics-transport;or;performance;pie;pie-chart-growth;reports;representing;with,png/512/business-finance-analytics/business-finance-analytics-011.png
business-finance-analytics-012,Archive Box,archive-box,"Open archive box, representing records, storage, document archive, or inventory.",Open archive box.,business-finance-analytics,"Business, Finance & Analytics",2,12,analytics-reporting,analytics-reporting;business-finance;design-creative-assets;documents-files-records;industrial-equipment;logistics-transport,analytics-reporting;archive;archive-box;box;business-finance;business-finance-analytics;design-creative-assets;document;documents-files-records;industrial-equipment;inventory;logistics-transport;open;or;records;representing;storage,png/512/business-finance-analytics/business-finance-analytics-012.png
business-finance-analytics-013,Bar Chart Trend,bar-chart-trend,"Bar chart with line trend, representing analytics, KPI movement, or performance tracking.",Bar chart with line trend.,business-finance-analytics,"Business, Finance & Analytics",2,13,analytics-reporting,analytics-reporting;business-finance;design-creative-assets;digital-it-security;documents-files-records;logistics-transport,analytics;analytics-reporting;bar;bar-chart-trend;business-finance;business-finance-analytics;chart;design-creative-assets;digital-it-security;documents-files-records;kpi;line;logistics-transport;movement;or;performance;representing;tracking;trend;with,png/512/business-finance-analytics/business-finance-analytics-013.png
business-finance-analytics-014,Customer Target,customer-target,"Person inside a target, representing audience targeting, candidate targeting, or customer focus.",Person inside a target.,business-finance-analytics,"Business, Finance & Analytics",2,14,analytics-reporting,analytics-reporting;business-finance;logistics-transport;people-hr-workforce;recruitment-talent,a;analytics-reporting;audience;business-finance;business-finance-analytics;candidate;customer;customer-target;focus;inside;logistics-transport;or;people-hr-workforce;person;recruitment-talent;representing;target;targeting,png/512/business-finance-analytics/business-finance-analytics-014.png
business-finance-analytics-015,Business Gears,business-gears,"Gears, representing operations, process improvement, automation, or configuration.",Gears.,business-finance-analytics,"Business, Finance & Analytics",2,15,analytics-reporting,analytics-reporting;business-finance;innovation-growth;logistics-transport,analytics-reporting;automation;business-finance;business-finance-analytics;business-gears;configuration;gears;improvement;innovation-growth;logistics-transport;operations;or;process;representing,png/512/business-finance-analytics/business-finance-analytics-015.png
business-finance-analytics-016,Team Network,team-network,"Connected people network, representing team structure, collaboration, or organizational relationships.",Connected people network.,business-finance-analytics,"Business, Finance & Analytics",2,16,analytics-reporting,analytics-reporting;business-finance;learning-education;logistics-transport;offshore-marine;people-hr-workforce,analytics-reporting;business-finance;business-finance-analytics;collaboration;connected;learning-education;logistics-transport;network;offshore-marine;or;organizational;people;people-hr-workforce;relationships;representing;structure;team;team-network,png/512/business-finance-analytics/business-finance-analytics-016.png
business-finance-analytics-017,Form Pencil,form-pencil,"Form with pencil, representing application forms, surveys, checklists, or data entry.",Form with pencil.,business-finance-analytics,"Business, Finance & Analytics",2,17,analytics-reporting,analytics-reporting;business-finance;design-creative-assets;digital-it-security;documents-files-records;legal-compliance-governance;logistics-transport,analytics-reporting;application;business-finance;business-finance-analytics;checklists;data;design-creative-assets;digital-it-security;documents-files-records;entry;form;form-pencil;forms;legal-compliance-governance;logistics-transport;or;pencil;representing;surveys;with,png/512/business-finance-analytics/business-finance-analytics-017.png
business-finance-analytics-018,Web Search Window,web-search-window,"Browser window with magnifier, representing online search, site search, or digital lookup.",Browser window with magnifier.,business-finance-analytics,"Business, Finance & Analytics",2,18,analytics-reporting,analytics-reporting;business-finance;digital-it-security;logistics-transport,analytics-reporting;browser;business-finance;business-finance-analytics;digital;digital-it-security;logistics-transport;lookup;magnifier;online;or;representing;search;site;web-search-window;window;with,png/512/business-finance-analytics/business-finance-analytics-018.png
business-finance-analytics-019,Financial Education,financial-education,"Person and money board, representing finance training, compensation education, or payroll guidance.",Person and money board.,business-finance-analytics,"Business, Finance & Analytics",2,19,analytics-reporting,analytics-reporting;business-finance;design-creative-assets;learning-education;logistics-transport;people-hr-workforce,analytics-reporting;and;board;business-finance;business-finance-analytics;compensation;design-creative-assets;education;finance;financial-education;guidance;learning-education;logistics-transport;money;or;payroll;people-hr-workforce;person;representing;training,png/512/business-finance-analytics/business-finance-analytics-019.png
business-finance-analytics-020,Calendar Time,calendar-time,"Calendar with clock, representing schedule, deadlines, appointments, or planning.",Calendar with clock.,business-finance-analytics,"Business, Finance & Analytics",2,20,analytics-reporting,analytics-reporting;business-finance;digital-it-security;logistics-transport;time-scheduling,analytics-reporting;appointments;business-finance;business-finance-analytics;calendar;calendar-time;clock;deadlines;digital-it-security;logistics-transport;or;planning;representing;schedule;time-scheduling;with,png/512/business-finance-analytics/business-finance-analytics-020.png
business-finance-analytics-021,Award Certificate,award-certificate,"Certificate with award seal and check mark, representing certification, approval, compliance, or achievement.",Certificate with award seal and check mark.,business-finance-analytics,"Business, Finance & Analytics",2,21,analytics-reporting,analytics-reporting;business-finance;digital-it-security;documents-files-records;learning-education;legal-compliance-governance;logistics-transport;rewards-recognition,achievement;analytics-reporting;and;approval;award;award-certificate;business-finance;business-finance-analytics;certificate;certification;check;compliance;digital-it-security;documents-files-records;learning-education;legal-compliance-governance;logistics-transport;mark;or;representing;rewards-recognition;seal;with,png/512/business-finance-analytics/business-finance-analytics-021.png
business-finance-analytics-022,Award Ribbon,award-ribbon,"Award ribbon with star, representing recognition, awards, excellence, or achievement.",Award ribbon with star.,business-finance-analytics,"Business, Finance & Analytics",2,22,analytics-reporting,analytics-reporting;business-finance;digital-it-security;logistics-transport;rewards-recognition,achievement;analytics-reporting;award;award-ribbon;awards;business-finance;business-finance-analytics;digital-it-security;excellence;logistics-transport;or;recognition;representing;rewards-recognition;ribbon;star;with,png/512/business-finance-analytics/business-finance-analytics-022.png
business-finance-analytics-023,Report Analysis,report-analysis,"Report with pie chart and bars, representing data analysis, dashboards, or performance reporting.",Report with pie chart and bars.,business-finance-analytics,"Business, Finance & Analytics",2,23,analytics-reporting,analytics-reporting;business-finance;design-creative-assets;digital-it-security;documents-files-records;logistics-transport,analysis;analytics-reporting;and;bars;business-finance;business-finance-analytics;chart;dashboards;data;design-creative-assets;digital-it-security;documents-files-records;logistics-transport;or;performance;pie;report;report-analysis;reporting;representing;with,png/512/business-finance-analytics/business-finance-analytics-023.png
business-finance-analytics-024,Finance Calculator Report,finance-calculator-report,"Financial report with calculator and dollar, representing budgeting, accounting, or cost analysis.",Financial report with calculator and dollar.,business-finance-analytics,"Business, Finance & Analytics",2,24,analytics-reporting,analytics-reporting;business-finance;digital-it-security;documents-files-records;logistics-transport,accounting;analysis;analytics-reporting;and;budgeting;business-finance;business-finance-analytics;calculator;cost;digital-it-security;documents-files-records;dollar;finance-calculator-report;financial;logistics-transport;or;report;representing;with,png/512/business-finance-analytics/business-finance-analytics-024.png
business-finance-analytics-025,Segmented Pie Chart,segmented-pie-chart,"Pie chart segments, representing market share, analysis, allocation, or data distribution.",Pie chart segments.,business-finance-analytics,"Business, Finance & Analytics",2,25,analytics-reporting,analytics-reporting;business-finance;design-creative-assets;logistics-transport,allocation;analysis;analytics-reporting;business-finance;business-finance-analytics;chart;data;design-creative-assets;distribution;logistics-transport;market;or;pie;representing;segmented-pie-chart;segments;share,png/512/business-finance-analytics/business-finance-analytics-025.png
business-finance-analytics-026,Financial Visibility,financial-visibility,"Eye with dollar, representing financial visibility, cost transparency, or audit awareness.",Eye with dollar.,business-finance-analytics,"Business, Finance & Analytics",2,26,analytics-reporting,analytics-reporting;business-finance;digital-it-security;legal-compliance-governance;logistics-transport,analytics-reporting;audit;awareness;business-finance;business-finance-analytics;cost;digital-it-security;dollar;eye;financial;financial-visibility;legal-compliance-governance;logistics-transport;or;representing;transparency;visibility;with,png/512/business-finance-analytics/business-finance-analytics-026.png
business-finance-analytics-027,Chart Document,chart-document,"Document with bar chart, representing report, dashboard, or business metrics.",Document with bar chart.,business-finance-analytics,"Business, Finance & Analytics",2,27,analytics-reporting,analytics-reporting;business-finance;design-creative-assets;digital-it-security;documents-files-records;logistics-transport,analytics-reporting;bar;business;business-finance;business-finance-analytics;chart;chart-document;dashboard;design-creative-assets;digital-it-security;document;documents-files-records;logistics-transport;metrics;or;report;representing;with,png/512/business-finance-analytics/business-finance-analytics-027.png
